102	false	«El Gran Wyoming recrimina a Alberto Garzón por redes sociales que Podemos salvara a IU»	maldita	https://maldita.es/desinfo/20260430/wyoming-recrimina-garzon-podemos-iu/	Falso	2026-04-30T13:37:01+02:00
666	false	«Robe Iniesta utilizaba la plataforma de inversión Rápido Vexalith, con la que se puede ganar hasta 6.000 euros mensuales con una inversión inicial de 250 euros»	maldita	https://maldita.es/timo/20260126/robe-iniesta-utilizaba-la-plataforma-de-inversion-ascenso-portdex-con-la-que-se-puede-ganar-hasta-6000-euros-mensuales-con-una-inversion-inicial-de-250-euros/	Falso	2026-01-26T14:16:00+01:00
200	false	«Periodista le pregunta a Trump si tiene intenciones de autodeportarse tras eliminar la ciudadanía por nacimiento al ser hijo de inmigrantes»	maldita	https://maldita.es/malditobulo/20250702/trump-periodista-pregunta-autodeportacion/	Falso	2025-07-02T11:04:22+02:00
101	false	"«Vídeo muestra una patera llegando a Almería tras ""la regularización masiva de Pedro Sánchez""»"	maldita	https://maldita.es/desinfo/20260430/video-muestra-una-patera-llegando-a-almeria-tras-la-regularizacion-masiva-de-pedro-sanchez/	Falso	2026-04-30T12:03:42+02:00
234	false	«Gunung Padang, ubicada en Indonesia, es la pirámide más antigua del mundo»	maldita	https://maldita.es/malditobulo/20250927/contenidos-ia-destinos-turisticos-desinformar/	Falso	2025-07-14T09:13:00+02:00
143	true	«Detectado un caso humano de gripe porcina en Cataluña»	maldita	https://maldita.es/malditaciencia/20260227/detectado-un-caso-humano-de-gripe-porcina-en-cataluna/	Verdadero	2026-02-27T17:11:11+01:00
397	false	«Imágenes de una manifestación en Caracas, Venezuela, el 11 de enero de 2026»	maldita	https://maldita.es/malditobulo/20260113/imagenes-de-una-manifestacion-en-caracas-venezuela-el-11-de-enero-de-2026/	Falso	2026-01-13T17:11:52+01:00
438	false	«Jacinta Rebolledo, de Podemos, pide perdón a los musulmanes que se hayan ofendido por las procesiones de Semana Santa»	maldita	https://maldita.es/malditobulo/20260127/jacinta-rebolledo-perdon-musulmanes-procesiones/	Falso	2022-04-20T12:35:00+02:00
3	true	«Desde enero de 2026 será obligatorio registrar las capturas de pesca recreativa mediante la aplicación móvil PescaREC»	maldita	https://maldita.es/clima/20251125/a-partir-de-enero-sera-obligatorio-registrar-las-capturas-de-pesca-recreativa-con-la-app-pescarec/	Verdadero	2025-11-25T08:46:12+01:00
484	false	«SMS de Correos: No hemos podido entregar su paquete tras dos intentos, verifique sus datos o será devuelto»	maldita	https://maldita.es/malditobulo/20260213/correos-no-hemos-podido-entregar-su-paquete-tras-dos-intentos-verifique-sus-datos-o-sera-devuelto/	Falso	2026-02-13T15:13:53+01:00
372	false	«Video épico sobre las celebraciones tras la detención de Maduro en Venezuela»	maldita	https://maldita.es/malditobulo/20260105/video-epico-sobre-las-celebraciones-tras-la-detencion-de-maduro-en-venezuela/	Falso	2026-01-05T14:45:30+01:00
498	false	«Un hombre asegura que le han condenado a cuatro años de prisión después de pillar a su expareja siéndole infiel»	maldita	https://maldita.es/malditobulo/20260219/un-hombre-asegura-que-le-han-condenado-a-cuatro-anos-de-prision-despues-de-pillar-a-su-expareja-siendo-infiel/	Falso	2026-02-19T14:17:46+01:00
385	false	"«""Vehículo en infracción, usted se estaciono mal"": están dejando en los coches una multa de tráfico con un código QR que clona los datos del móvil»"	maldita	https://maldita.es/malditobulo/20260109/multa-estacionar-mal-infraccion-codigo-qr/	Falso	2024-11-22T16:08:56+01:00
524	false	«16 países europeos están en contra de la amnistía y piden cancelar los fondos a España»	maldita	https://maldita.es/malditobulo/20260302/comunicado-paises-europeos-amnistia-cortar-fondos-Espana/	Falso	2023-12-19T10:01:36+01:00
622	false	«Tiene un retraso en el pago de la matrícula por importe de 850 euros»	maldita	https://maldita.es/timo/20250811/cuidado-con-el-mail-que-te-pide-pagar-la-matricula-universitaria-es-un-timo-que-reportan-varios-centros/	Falso	2025-08-11T13:34:50+02:00
199	false	«Una mujer musulmana se enfada cuando ve a dos chicas jóvenes sin hiyab en un autobús de Alemania»	maldita	https://maldita.es/malditobulo/20250702/mujer-musulmana-discusion-hiyab/	Falso	2025-07-02T11:38:14+02:00
287	false	«La Generalitat de Cataluña permite, por orden de Salvador Illa, las patrullas de la Sharia»	maldita	https://maldita.es/malditobulo/20251127/patrulla-sharia-cataluna-generalitat/	Falso	2025-06-30T11:11:35+02:00
489	false	"«Una militante de Podemos se encara a un agente de la Policía Nacional en una manifestación feminista y le dice que si le ""duele que una tía de Podemos alce la voz sin pedir permiso""»"	maldita	https://maldita.es/malditobulo/20260213/una-militante-de-podemos-se-encara-a-un-agente-de-la-policia-nacional-en-una-manifestacion-feminista-y-le-dice-que-si-le-duele-que-una-tia-de-podemos-alce-la-voz-sin-pedir-permiso/	Falso	2026-02-13T17:07:00+01:00
333	true	«Han robado los votos de correo en la oficina de Correos de Fuente de Cantos (Badajoz)»	maldita	https://maldita.es/malditobulo/20251219/han-robado-los-votos-de-correo-en-la-oficina-de-correos-de-fuente-de-cantos-badajoz/	Verdadero	2025-12-18T17:05:50+01:00
652	false	«Primor regala por Navidad un estuche Carolina Herrera Good Girl»	maldita	https://maldita.es/timo/20251212/primor-regala-por-navidad-un-estuche-carolina-herrera-good-girl/	Falso	2025-12-11T15:12:00+01:00
207	false	«Consigue un set exclusivo de copos Stanley edición limitada contestando una encuesta»	maldita	https://maldita.es/malditobulo/20250714/stanley-vaso-termico-encuesta/	Falso	2025-07-14T13:39:36+02:00
544	false	«Vídeo muestra cómo Irán ha lanzado fuertes ataques contra supermercados, estaciones de energía y gasolineras de Israel»	maldita	https://maldita.es/malditobulo/20260305/video-muestra-como-iran-ha-lanzado-fuertes-ataques-contra-supermercados-estaciones-de-energia-y-gasolineras-de-israel/	Falso	2026-03-05T17:15:32+01:00
24	false	"«""El ultimátum de Trump a Europa: envíen sus armadas a una misión suicida en el estrecho de Ormuz, o Estados Unidos se anexará Groenlandia”»"	maldita	https://maldita.es/desinfo/20260323/no-esta-publicacion-de-donald-trump-en-truth-social-diciendo-que-anexionara-groenlandia-si-los-miembros-de-la-otan-persisten-en-su-negativa-a-ayudar-a-abrir-el-estrecho-de-ormuz-no-es-real/	Falso	2026-03-23T12:50:01+01:00
323	true	«No hay que registrar la baliza V16 en la DGT»	maldita	https://maldita.es/malditobulo/20251216/no-hay-que-registrar-la-baliza-v-16-en-la-dgt/	Verdadero	2025-12-16T15:39:26+01:00
210	false	«Televisión pública de Alemania usa un mapa con lava para mostrar temperaturas normales de verano»	maldita	https://maldita.es/malditobulo/20250718/apa-altas-temperaturas-alemania-lava-calor/	Falso	2025-07-02T13:24:39+02:00
13	false	«Se producen enfrentamientos en el aeropuerto Ben Gurión por personas que piden salir de Israel»	maldita	https://maldita.es/desinfo/20260317/no-este-video-no-muestra-un-enfrentamiento-reciente-en-el-aeropuerto-ben-gurion-israel-son-imagenes-de-2025-en-una-sala-de-cine-en-jerusalen/	Falso	2026-03-17T09:13:14+01:00
654	false	"«Isabel Díaz Ayuso en ""El Hormiguero"" revela secreto que María Jesús Montero quiso ocultar durante años»"	maldita	https://maldita.es/timo/20251217/isabel-diazayuso-en-el-hormiguero-revela-secreto-que-maria-jesus-montero-quiso-ocultar-durante-anos/	Falso	2025-12-17T09:31:22+01:00
