1	true	“El pago de intereses [de la deuda] ya supera el de la inversión en educación y salud sumadas”	xfact		mostly true	
2	false	«ING: Prevención. Se ha vinculado un dispositivo a su cuenta»	maldita	https://maldita.es/desinfo/20260507/ing-prevencion-se-ha-vinculado-un-dispositivo-a-su-cuenta/	Falso	2026-05-07T13:50:54+02:00
3	false	“Aznar llevaba en su programa que dos hombres se pudiesen casar y dos mujeres también”	newtral	https://www.newtral.es/maroto-aznar-llevaba-en-su-programa-que-dos-hombres-se-pudiesen-casar-y-dos-mujeres-tambien/20190129/	Falso	
4	true	“Se han rescatado casi 4000 chicas víctimas de la trata desde el 2008”	xfact		mostly true	
5	true	“Jamás se designó un juez de la Corte en comisión desde la recuperación democrática”	xfact		true	
6	false	«El Servicio Electrónico de Notificaciones Judiciales envía una citación judicial para el 10 de abril del 2026»	maldita	https://maldita.es/desinfo/20260507/el-servicio-electronico-de-notificaciones-judiciales-envia-una-citacion-judicial-para-el-10-de-abril-del-2026/	Falso	2026-04-10T11:04:21+02:00
7	false	“El derecho a huelga nunca tuvo que ser tipificado como delito. La absolución de hoy de Diego Cañamero y Pedro Ruiz es una buena noticia”	newtral	https://www.newtral.es/ione-belarra-derecho-huelga-canamero-pedro-ruiz-fact-check/20210922/	Falso	
8	true	“El salario mínimo va a estar en $ 2800 y se cuenta como ocupados a trabajadores que están cobrando $ 1700”	xfact		mostly true	
9	false	«Advertencia tu iPhone está gravemente dañado por el virus (113)»	maldita	https://maldita.es/timo/20260206/advertencia-tu-iphone-esta-gravemente-danado-por-el-virus-113/	Falso	2026-02-06T11:00:30+01:00
10	true	«Eurodiputados rechazan enmienda que afirmaba que solo las mujeres pueden quedar embarazadas»	maldita	https://maldita.es/malditobulo/20260225/eurodiputados-rechazan-enmienda-que-afirmaba-que-solo-las-mujeres-pueden-quedar-embarazadas/	Verdadero	2026-02-25T11:40:43+01:00
11	true	"“Un alimento tiene 40% de impuestos entre Nación, provincia y municipios"""	xfact		true	
12	true	“El proyecto de la oposición genera un costo fiscal superior a los $100 mil millones por año”	xfact		true	
13	false	“Se bajaron las retenciones y sin embargo cayó 8% el empleo del sector minero”	xfact		false	
14	true	“Sepan que cuando llegamos al Gobierno, las tarifas [de luz], una parte de la boleta se pagaba en dólares”	xfact		true	
15	false	«Negocio redondo: las mujeres marroquíes reciben “una paguita de por vida” si denuncian violencia de género y la siguen cobrando en Marruecos»	maldita	https://maldita.es/malditobulo/20260507/no-las-mujeres-marroquies-no-reciben-una-paguita-de-por-vida-si-denuncian-violencia-de-genero/	Falso	2019-04-04T07:08:49+02:00
16	false	"«Yolanda Díaz llamó ""traidor"" a Carlos Alcaraz por negarse a participar en la campaña de concienciación LGBT de su organización benéfica en el US OPEN 2026»"	maldita	https://maldita.es/malditobulo/20260114/yolanda-diaz-llamo-traidor-a-carlos-alcaraz-por-negarse-a-participar-en-la-campana-de-concienciacion-lgbt-de-su-organizacion-benefica-en-el-us-open-2026/	Falso	2026-01-14T11:28:08+01:00
17	false	«Las imágenes de la mujer quemando una foto del ayatolá Jamenei y encendiéndose un cigarro son antiguas y no se corresponden con las protestas de enero»	maldita	https://maldita.es/malditobulo/20260112/el-video-de-la-mujer-quemando-una-foto-del-ayatola-jamenei-y-encendiendose-un-cigarro-es-antiguo-y-no-se-corresponde-con-las-protestas-de-enero/	Falso	2026-01-12T15:51:47+01:00
18	true	“Alcanzamos la tasa de mortalidad infantil más baja de la historia”	xfact		true	
19	true	“La Ley de Financiamiento Educativo en términos de inversión no se está cumpliendo”	xfact		true	
20	true	“La Argentina se ha transformado en el tercer país exportador de coca”	xfact		mostly true	
21	true	“Teníamos dos mil empleados [en el Senado] y en un año, en 2015, se le sumaron dos mil más”	xfact		true	
22	true	“Creamos el mejor nivel de empleo de los últimos 25 años”	xfact		mostly true	
23	false	«Irán acaba de publicar el vídeo de la forma en que sus fuerzas armadas están lanzando misiles subterráneos contra Israel y EEUU»	maldita	https://maldita.es/malditobulo/20260306/iran-acaba-de-publicar-el-video-de-la-forma-en-que-sus-fuerzas-armadas-estan-lanzando-misiles-subterraneos-contra-israel-y-eeuu/	Falso	2026-03-06T15:17:57+01:00
24	false	“La única comunidad que está creando empleo es Madrid ahora mismo”	newtral	https://www.newtral.es/fact-check-madrid-crea-empleo-isabel-diaz-ayuso/20210422/	Falso	
25	true	“La inversión aumenta. El año pasado creció un 11%”	xfact		true	
26	true	“Hay más de 5 millones de trabajadores que no están registrados”	xfact		mostly true	
27	false	“En nuestra etapa democrática se han concedido indultos a golpistas como Tejero”	newtral	https://www.newtral.es/fact-check-tejero-indulto-23-f/20210601/	Falso	
28	true	“Dicen que van a gravar la renta pero en realidad van a gravar la rentita”	xfact		true	
29	false	“La cifra de 15 mil millones [de deuda con los holdouts] no tiene sustento”	xfact		false	
30	true	"“En la Ciudad de Buenos Aires hay más de 500 mil personas en emergencia habitacional"""	xfact		true	
31	false	«Marina Sáenz dice que las parejas deben dormir en camas separadas porque las de matrimonio favorecen la violación del macho sobre la mujer»	maldita	https://maldita.es/malditobulo/20260319/marina-saenz-sumar-camas-matrimonio-violacion/	Falso	2024-06-02T13:00:31+02:00
32	false	«Los inmigrantes ilegales pueden cobrar el Ingreso Mínimo Vital»	maldita	https://maldita.es/malditobulo/20250930/inmigrantes-ilegales-ingreso-minimo-vital/	Falso	2025-09-30T14:51:52+02:00
