1	false	La imagen donde Francisco Sagasti aparece con un cuadro de Abimael Guzmán y el logo de Perú Libre	perucheck	https://perucheck.pe/articles/verificadas/2021/07/20/es-falsa-la-imagen-donde-francisco-sagasti-aparece-con-un-cuadro-de-abimael-guzman-y-el-logo-de-peru-libre-383	Falso	
2	true	Aníbal Torres sacó a relucir que el abono exigido para dos recursos de nulidad de Fuerza Popular se sustentó en un mismo documento	perucheck	https://perucheck.pe/articles/verificadas/2021/06/17/es-cierto-que-fuerza-popular-presento-una-misma-tasa-de-pago-para-dos-recursos-of-nulidad-como-dijo-anibal-torres-331	Es cierto	
3	false	«Llega viajera al aeropuerto JFK desde un país que no existe»	maldita	https://maldita.es/malditobulo/20251127/anciana-torenza-aeropuerto-bulo-ia/	Falso	2025-10-17T13:18:26+02:00
4	false	Investigados tengan que probar su inocencia en el Ministerio Público, dijo la fiscal Barreto	perucheck	https://perucheck.pe/articles/verificadas/lima/2022/10/18/es-enganoso-que-investigados-tengan-que-probar-su-inocencia-en-el-ministerio-publico-como-dijo-la-fiscal-barreto-660	Falso	
5	false	El precio del balón de gas en Cusco pase los S/100	perucheck	https://perucheck.pe/articles/verificadas/2021/09/22/es-impreciso-que-el-precio-del-balon-de-gas-en-cusco-pase-los-s-100-475	Impreciso	
6	false	"""España es el tercer país de la zona euro en tener el precio del diésel más barato, solo por detrás de Lituania y Luxemburgo”"	newtral	https://www.newtral.es/fact-check-maria-jesus-montero-precio-diesel/20201120/	Falso	
7	true	La imitación de la estructura gubernamental norcoreana dentro de los límites del Perú estuvo fuera de las declaraciones de Pedro Castillo	perucheck	https://perucheck.pe/articles/verificadas/2021/05/06/no-pedro-castillo-no-dijo-en-entrevista-que-implementara-el-modelo-norcoreano-en-peru-214	Es cierto	
8	false	“Nunca hay que olvidar que España es el principal inversor extranjero en Marruecos”	newtral	https://www.newtral.es/factcheck-espana-principal-inversor-marruecos-pedro-sanchez/20210716/	Falso	
9	true	Pedro Alva expone que las pistolas y revólveres actúan como el medio de ejecución preferente en la mitad de los asesinatos reportados en el país	perucheck	https://perucheck.pe/articles/verificadas/democrata-verde/2026/01/20/la-mitad-de-los-asesinatos-en-el-peru-se-comete-con-armas-de-fuego-es-cierto-lo-que-afirmo-el-candidato-pedro-alva-865127	Es cierto	
10	true	(En Cataluña) Tenemos las peores listas de espera en dependencia de toda España	newtral	https://www.newtral.es/ines-arrimadas-en-cataluna-tenemos-las-peores-listas-de-espera-en-dependencia-de-toda-espana/20190319/	Verdadero	
11	false	"""Cuando llegamos al Gobierno, había más de ocho millones de mujeres en paro"""	newtral	https://www.newtral.es/pastor-cuando-llegamos-al-gobierno-habia-mas-de-ocho-millones-de-mujeres-en-paro/20191107/	Falso	
12	false	“El Partido Popular bajó a la mitad la tasa de desempleo juvenil”	newtral	https://www.newtral.es/factcheck-tasa-paro-juvenil-rajoy-pp/20200811/	Falso	
13	true	José Williams expuso que las imprudencias y despistes viales devienen en la muerte de 4.000 individuos cada doce meses en el Perú	perucheck	https://perucheck.pe/articles/verificadas/avanza-pais/2026/04/08/es-cierto-que-4000-personas-mueren-al-ano-en-accidentes-de-transito-en-el-peru-como-dijo-el-candidato-jose-williams-254121	Es cierto	
