3	false	"""Navarra siempre ha sido la comunidad con la tasa de abandono escolar más baja de España"""	newtral	https://www.newtral.es/abandono-escolar-navarra-factchec/20230516/	Falso	
24	false	"""La caja de la Seguridad Social está vacía para nuestras pensiones"""	newtral	https://www.newtral.es/albert-rivera-la-caja-de-la-seguridad-social-esta-vacia-para-nuestras-pensiones/20191105/	Falso	
164	false	“Cataluña es la comunidad que destina menos dinero per cápita en Sanidad” y “es la que destina más dinero per cápita en televisiones públicas”	newtral	https://www.newtral.es/fact-check-cataluna-gasto-sanidad-television/20210212/	Falso	
401	false	A mí nadie me va a oír ninguna consideración sobre lo que tiene que hacer un tribunal	newtral	https://www.newtral.es/margarita-robles-a-mi-nunca-nadie-me-va-a-oir-ninguna-consideracion-sobre-lo-que-tiene-que-hacer-un-tribunal-de-justicia/20181108/	Falso	
461	false	"""El PP fue quien impulsó esta ley y que aunque se aprobó meses después, fue el Partido Popular quien la redactó"""	newtral	https://www.newtral.es/pablo-casado-hemos-sido-el-primer-partido-en-lanzar-una-ley-contra-la-violencia-de-genero-en-2004/20190226/	Falso	
507	false	"""Este gobierno en diez meses puso en marcha un nuevo Estatuto de Autonomía en las Islas Canarias"""	newtral	https://www.newtral.es/pedro-sanchez-este-gobierno-en-diez-meses-puso-en-marcha-un-nuevo-estatuto-de-autonomia-en-las-islas-canarias/20190528/	Falso	
627	false	“Tenemos la tasa de emancipación más baja de Europa”	newtral	https://www.newtral.es/tasa-emancipacion-euskadi-europa-factcheck/20240419/	Falso	
616	false	“Somos el país que más ha incrementado los impuestos en el año 2020, según datos de la OCDE”	newtral	https://www.newtral.es/subio-impuestos-feijoo-presion-fiscal-factcheck/20221010/	Falso	
526	false	“En estos cuatro años ha habido un incremento de 200.000 personas viviendo en municipios de menos de 5.000 habitantes”	newtral	https://www.newtral.es/poblacion-municipios-5000-habitantes-factcheck/20230428/	Falso	
459	false	"""Frente a las prohibiciones de la izquierda, el plan Madrid 360 va a ser galardonado por la UNESCO"""	newtral	https://www.newtral.es/pablo-casado-frente-a-las-prohibiciones-de-la-izquierda-el-plan-madrid-360-va-a-ser-galardonado-por-la-unesco/20200210/	Falso	
284	false	"""Ustedes durante la pandemia, cuando la gente más lo necesitaba, fueron el grupo que interpuso un recurso ante el Tribunal Constitucional para impedir que se derogase el artículo 52.d, que permitía despedir a trabajadores cuando estaban enfermos"""	newtral	https://www.newtral.es/factcheck-yolanda-diaz-vox-despido-baja-constitucional/20210614/	Falso	
548	false	“España tiene la menor presión fiscal de toda Europa”	newtral	https://www.newtral.es/presion-fiscal-patxi-lopez-factcheck/20250312/	Falso	
594	false	"España ""lidera el crecimiento económico del conjunto de la UE"""	newtral	https://www.newtral.es/sanchez-asegura-que-espana-lidera-el-crecimiento-economico-del-conjunto-de-la-ue/20190125/	Falso	
572	false	“El Reglamento del Parlament de Catalunya que se modificó a instancias de Ciudadanos”	newtral	https://www.newtral.es/reglamento-parlament-catalunya-corrpcion-carrizosa-factcheck/20211029/	Falso	
